step,model,mae,mape,aqil_mae,diff_vs_aqil,lo,hi
v2_grid,per_session_k,1.6503909607621565,12.34901460630757,1.453,0.19739096076215654,-0.5831588715961107,0.992081046534049
v2_grid,global_k,1.6033039991769165,11.833912480279134,1.453,0.15030399917691611,-0.3646588712048885,0.6750243718928536
depth_only_mask,per_session_k,1.0886573096674566,7.476799229422417,1.453,-0.3643426903325436,-1.1871899176818548,0.45110901575749635
depth_only_mask,global_k,1.1260174238297695,7.901669245511594,1.453,-0.3269825761702306,-1.2199557110192123,0.5387294800231265
